invoice_no,quantity,price,invoice_date,shopping_mall
I124867,2,71.68,27/09/2021,Mall of Istanbul
I226755,4,1200.32,28/02/2022,Kanyon
I128866,4,20.92,19/10/2022,Metrocity
I278378,1,300.08,26/10/2022,Mall of Istanbul
I908176,4,162.64,28/01/2022,Metrocity
I265902,4,1200.32,7/12/2021,Cevahir AVM
I827061,2,1200.34,8/1/2021,Zorlu Center
I967360,2,600.16,5/12/2021,Mall of Istanbul
I254976,4,60.6,3/12/2022,Kanyon
I140773,5,1500.4,12/3/2021,Mall of Istanbul
I232716,2,600.16,30/09/2022,Zorlu Center
I458070,5,1500.4,28/08/2021,Metropol AVM
I172348,3,121.98,5/8/2022,Viaport Outlet
I304000,1,5.23,19/04/2022,Cevahir AVM
I246744,5,1500.4,19/04/2021,Metrocity
I506270,2,30.3,24/02/2022,Mall of Istanbul
I262654,3,107.52,13/06/2021,Kanyon
I176921,2,1200.34,31/07/2022,Istinye Park
I165950,2,30.3,28/09/2022,Kanyon
I218724,5,1500.4,25/07/2021,Kanyon
I195199,4,20.92,24/04/2021,Metrocity
I203662,5,203.3,25/09/2022,Mall of Istanbul
I851862,1,300.08,15/12/2021,Emaar Square Mall
I248074,4,162.64,7/3/2023,Metrocity
I149379,5,1500.4,2/7/2021,Mall of Istanbul
I503756,3,3150,16/05/2021,Mall of Istanbul
I335902,4,162.64,24/01/2022,Metropol AVM
I189407,1,300.08,25/05/2021,Mall of Istanbul
I281333,2,600.16,15/10/2022,Mall of Istanbul
I264455,4,162.64,15/08/2021,Metropol AVM
I112430,4,162.64,27/09/2022,Zorlu Center
I254521,3,900.24,14/07/2022,Kanyon
I436981,1,35.84,26/10/2022,Mall of Istanbul
I160843,1,35.84,2/5/2021,Kanyon
I144924,5,26.15,1/9/2022,Viaport Outlet
I288662,5,1500.4,16/07/2022,Metrocity
I781214,4,20.92,9/2/2022,Metrocity
I219720,5,1500.4,14/02/2023,Kanyon
I167414,5,1500.4,27/02/2023,Cevahir AVM
I557739,4,1200.32,10/6/2022,Kanyon
I225035,4,1200.32,5/9/2021,Kanyon
I300050,1,5.23,11/5/2021,Cevahir AVM
I194606,5,203.3,6/3/2021,Metropol AVM
I313159,3,15.69,24/08/2021,Cevahir AVM
I130383,4,162.64,24/04/2021,Zorlu Center
I257138,5,1500.4,19/10/2021,Kanyon
I283433,2,600.16,12/2/2023,Mall of Istanbul
I944990,1,15.15,4/5/2022,Metrocity
I695302,5,1500.4,17/01/2021,Cevahir AVM
I181151,5,3000.85,30/08/2021,Kanyon
I122019,2,10.46,5/12/2021,Cevahir AVM
I140916,4,1200.32,11/7/2021,Mall of Istanbul
I710585,1,300.08,9/3/2021,Kanyon
I649696,5,58.65,17/07/2021,Kanyon
I873198,4,1200.32,6/2/2021,Mall of Istanbul
I252917,1,300.08,7/6/2022,Kanyon
I221430,4,1200.32,2/2/2023,Metrocity
I280363,4,1200.32,19/05/2022,Mall of Istanbul
I234659,1,300.08,30/09/2022,Emaar Square Mall
I978311,4,1200.32,13/07/2022,Mall of Istanbul
I169410,5,1500.4,15/11/2022,Mall of Istanbul
I293329,1,600.17,24/03/2022,Mall of Istanbul
I616342,2,10.46,11/5/2022,Mall of Istanbul
I282075,2,81.32,26/06/2022,Istinye Park
I140356,2,10.46,2/3/2022,Metrocity
I755420,3,3150,6/1/2021,Mall of Istanbul
I119644,2,600.16,4/1/2023,Metropol AVM
I615282,4,46.92,24/06/2022,Metropol AVM
I202540,4,1200.32,26/12/2021,Mall of Istanbul
I200309,1,300.08,22/06/2021,Mall of Istanbul
I128649,4,143.36,4/5/2022,Kanyon
I201718,2,10.46,1/7/2021,Kanyon
I185228,5,75.75,10/2/2022,Metrocity
I162778,5,75.75,28/03/2022,Emaar Square Mall
I992819,1,15.15,15/09/2022,Kanyon
I181357,1,1050,13/05/2021,Emaar Square Mall
I890710,3,1800.51,1/6/2021,Metrocity
I144705,3,121.98,20/10/2021,Kanyon
I106278,5,1500.4,19/12/2021,Kanyon
I269759,2,600.16,17/06/2021,Kanyon
I665901,5,203.3,19/08/2022,Metropol AVM
I775879,4,60.6,1/3/2021,Mall of Istanbul
I222213,1,600.17,19/10/2021,Istinye Park
I123713,5,1500.4,14/01/2021,Istinye Park
I114467,5,1500.4,23/04/2021,Metrocity
I169700,3,35.19,23/01/2021,Metropol AVM
I242936,4,162.64,29/09/2021,Zorlu Center
I273532,1,40.66,29/07/2022,Mall of Istanbul
I304147,1,1050,20/11/2022,Cevahir AVM
I335071,4,20.92,15/04/2022,Mall of Istanbul
I280415,1,300.08,24/07/2022,Mall of Istanbul
I170865,2,600.16,8/1/2023,Kanyon
I284205,3,121.98,2/7/2022,Kanyon
I262328,5,26.15,23/02/2021,Kanyon
I262945,1,300.08,3/10/2022,Emaar Square Mall
I237870,5,1500.4,19/01/2021,Forum Istanbul
I141728,2,600.16,5/1/2023,Istinye Park
I208225,2,71.68,3/8/2022,Mall of Istanbul
I269591,2,81.32,13/04/2022,Kanyon
I330068,2,1200.34,18/08/2022,Mall of Istanbul
I480033,3,107.52,8/4/2022,Emaar Square Mall
I310384,5,1500.4,23/10/2022,Kanyon
I108388,1,5.23,5/7/2022,Mall of Istanbul
I297611,4,1200.32,4/1/2022,Emaar Square Mall
I305390,4,1200.32,9/12/2022,Kanyon
I355995,4,1200.32,9/5/2021,Istinye Park
I266811,1,15.15,7/12/2022,Kanyon
I222265,5,203.3,20/04/2022,Metropol AVM
I293091,2,1200.34,19/09/2021,Metrocity
I119365,2,81.32,7/1/2022,Mall of Istanbul
I143771,1,1050,14/02/2021,Kanyon
I119316,5,26.15,23/03/2021,Cevahir AVM
I287902,5,58.65,2/8/2022,Istinye Park
I974425,4,162.64,21/07/2021,Mall of Istanbul
I168966,1,1050,9/4/2022,Kanyon
I196906,5,1500.4,11/1/2021,Forum Istanbul
I220342,4,46.92,19/02/2021,Metropol AVM
I346975,3,121.98,21/02/2023,Emaar Square Mall
I464013,3,121.98,1/8/2022,Kanyon
I309216,1,5.23,24/03/2021,Emaar Square Mall
I847797,4,1200.32,15/01/2023,Istinye Park
I298726,5,1500.4,20/11/2021,Istinye Park
I267190,3,15.69,13/06/2022,Metropol AVM
I252313,5,179.2,12/9/2021,Metropol AVM
I242708,4,162.64,6/8/2021,Metropol AVM
I101449,4,162.64,5/12/2021,Metrocity
I412843,1,600.17,9/3/2022,Mall of Istanbul
I238068,1,600.17,21/02/2023,Kanyon
I327394,2,600.16,25/10/2021,Viaport Outlet
I219223,3,15.69,20/01/2023,Mall of Istanbul
I237254,4,1200.32,21/01/2021,Kanyon
I166525,1,40.66,23/02/2023,Istinye Park
I149700,5,1500.4,6/1/2022,Kanyon
I211210,1,40.66,24/06/2022,Metrocity
I173143,2,81.32,4/1/2022,Metrocity
I219615,2,81.32,11/4/2021,Kanyon
I487712,2,2100,14/08/2022,Kanyon
I848320,4,4200,11/10/2021,Viaport Outlet
I961827,3,107.52,25/02/2022,Metrocity
I959031,1,40.66,11/7/2022,Kanyon
I285659,3,15.69,25/06/2021,Kanyon
I202406,4,20.92,2/1/2023,Cevahir AVM
I265412,1,15.15,31/03/2022,Kanyon
I266611,2,81.32,29/05/2022,Mall of Istanbul
I212562,3,900.24,25/08/2022,Forum Istanbul
I110666,4,143.36,10/9/2022,Metropol AVM
I183394,2,600.16,4/9/2021,Istinye Park
I260905,3,900.24,4/1/2023,Zorlu Center
I112922,2,2100,24/01/2022,Metropol AVM
I169298,1,300.08,11/11/2022,Emaar Square Mall
I232571,3,1800.51,4/6/2022,Mall of Istanbul
I264133,3,900.24,3/9/2022,Emaar Square Mall
I251100,4,162.64,11/6/2021,Kanyon
I127220,4,1200.32,24/10/2021,Mall of Istanbul
I334638,2,71.68,18/05/2022,Forum Istanbul
I290757,2,30.3,29/07/2022,Istinye Park
I603454,1,300.08,16/03/2021,Kanyon
I310874,4,1200.32,10/2/2023,Istinye Park
I200758,1,40.66,16/02/2023,Kanyon
I316467,3,121.98,27/11/2021,Metrocity
I110972,3,15.69,17/10/2021,Metrocity
I110741,4,1200.32,14/12/2022,Metrocity
I159168,1,1050,8/12/2022,Kanyon
I781586,1,300.08,14/08/2022,Istinye Park
I124133,5,3000.85,16/05/2022,Forum Istanbul
I133846,4,162.64,3/3/2023,Kanyon
I116739,4,1200.32,26/01/2023,Zorlu Center
I197714,2,81.32,23/05/2021,Kanyon
I440553,4,46.92,20/05/2021,Mall of Istanbul
I123671,5,179.2,14/10/2022,Forum Istanbul
I247054,5,26.15,6/1/2023,Metropol AVM
I157489,5,3000.85,2/5/2021,Mall of Istanbul
I984681,1,1050,3/1/2022,Metrocity
I539893,1,600.17,13/09/2021,Metrocity
I372944,5,75.75,12/8/2022,Istinye Park
I103851,3,900.24,20/08/2022,Metrocity
I205573,1,300.08,14/11/2022,Cevahir AVM
I348821,5,1500.4,21/02/2021,Cevahir AVM
I178628,5,1500.4,1/5/2022,Kanyon
I305339,4,143.36,12/3/2021,Kanyon
I199060,5,1500.4,7/10/2022,Istinye Park
I190941,5,1500.4,17/07/2022,Zorlu Center
I876167,5,3000.85,2/4/2021,Kanyon
I893037,3,107.52,23/03/2022,Istinye Park
I132012,2,600.16,29/12/2021,Metrocity
I218830,1,300.08,17/11/2021,Kanyon
I197169,3,900.24,7/3/2021,Zorlu Center
I212136,5,1500.4,23/08/2021,Metropol AVM
I291913,3,900.24,12/10/2022,Zorlu Center
I171644,2,81.32,19/12/2022,Metrocity
I147557,2,81.32,22/08/2021,Istinye Park
I230871,2,600.16,8/6/2022,Istinye Park
I805392,3,121.98,1/7/2022,Metrocity
I124811,3,900.24,28/09/2022,Kanyon
I221100,3,121.98,2/2/2022,Metrocity
I103962,4,1200.32,18/07/2022,Mall of Istanbul
I266538,2,600.16,23/08/2021,Zorlu Center
I703063,4,143.36,15/08/2022,Mall of Istanbul
I137089,2,600.16,30/06/2022,Zorlu Center
I194282,5,1500.4,19/04/2021,Metrocity
I304844,3,1800.51,24/01/2023,Zorlu Center
I182433,3,45.45,25/10/2021,Metropol AVM
I300728,2,81.32,5/12/2022,Mall of Istanbul
I290596,5,1500.4,21/12/2022,Metrocity
I510555,5,1500.4,24/08/2021,Kanyon
I226272,3,900.24,23/05/2022,Mall of Istanbul
I215531,2,23.46,30/07/2021,Cevahir AVM
I210908,1,300.08,25/06/2021,Kanyon
I603171,3,900.24,19/10/2021,Zorlu Center
I272265,3,1800.51,9/9/2021,Kanyon
I963292,4,1200.32,8/8/2021,Metrocity
I283886,5,203.3,20/08/2021,Metropol AVM
I969389,2,1200.34,23/02/2022,Mall of Istanbul
I134112,4,20.92,26/08/2021,Metrocity
I316349,1,1050,17/01/2021,Emaar Square Mall
I313711,5,1500.4,8/1/2022,Emaar Square Mall
I151572,5,26.15,17/10/2021,Mall of Istanbul
I886042,1,300.08,2/7/2022,Metrocity
I195668,4,2400.68,31/01/2023,Metropol AVM
I139284,5,58.65,23/05/2022,Mall of Istanbul
I106520,1,5.23,22/05/2022,Viaport Outlet
I253537,1,300.08,25/08/2021,Kanyon
I304888,3,900.24,16/08/2022,Mall of Istanbul
I136812,2,81.32,23/08/2021,Kanyon
I266839,5,179.2,16/03/2021,Mall of Istanbul
I127409,4,1200.32,20/06/2021,Metropol AVM
I119536,2,71.68,22/09/2021,Metrocity
I219670,2,71.68,27/10/2022,Istinye Park
I153825,3,900.24,27/11/2021,Mall of Istanbul
I198896,4,1200.32,26/01/2022,Cevahir AVM
I176843,3,900.24,2/2/2022,Metrocity
I805400,2,2100,11/3/2021,Kanyon
I515205,5,26.15,14/09/2021,Mall of Istanbul
I151106,4,1200.32,30/05/2021,Metrocity
I221654,1,300.08,17/04/2021,Metrocity
I141447,3,900.24,16/04/2022,Kanyon
I172390,4,60.6,23/07/2021,Zorlu Center
I210761,5,5250,25/04/2022,Emaar Square Mall
I101156,2,600.16,7/12/2021,Zorlu Center
I594772,4,1200.32,3/12/2022,Mall of Istanbul
I214694,5,179.2,18/04/2022,Metrocity
I886506,4,1200.32,31/03/2021,Istinye Park
I271602,5,1500.4,21/09/2022,Kanyon
I272311,4,20.92,25/10/2022,Metrocity
I656016,5,1500.4,8/6/2022,Metropol AVM
I776719,4,20.92,4/9/2022,Istinye Park
I331541,4,162.64,4/4/2021,Emaar Square Mall
I205689,4,46.92,4/3/2022,Istinye Park
I839720,2,30.3,25/03/2022,Metrocity
I309917,4,1200.32,28/02/2021,Forum Istanbul
I688188,5,26.15,9/7/2021,Istinye Park
I272320,3,15.69,26/09/2022,Kanyon
I824234,1,40.66,5/5/2021,Forum Istanbul
I196892,2,1200.34,1/11/2022,Metrocity
I166088,2,600.16,11/7/2021,Kanyon
I249907,1,300.08,15/04/2021,Kanyon
I330924,2,600.16,14/09/2022,Mall of Istanbul
I508962,1,15.15,14/10/2022,Metrocity
I278602,4,1200.32,3/5/2022,Mall of Istanbul
I297139,5,179.2,25/09/2021,Kanyon
I215485,2,1200.34,25/02/2021,Istinye Park
I587607,1,300.08,21/10/2021,Mall of Istanbul
I783897,5,1500.4,25/02/2023,Kanyon
I394591,4,20.92,7/11/2021,Metropol AVM
I156315,1,600.17,8/1/2022,Metropol AVM
I119407,4,20.92,29/07/2021,Istinye Park
I888071,5,26.15,30/05/2021,Kanyon
I298143,4,2400.68,5/9/2021,Metropol AVM
I816654,1,40.66,16/05/2022,Istinye Park
I432581,3,900.24,18/01/2023,Mall of Istanbul
I553487,2,10.46,26/03/2021,Cevahir AVM
I231308,2,600.16,2/8/2022,Viaport Outlet
I214503,4,1200.32,20/02/2021,Kanyon
I107708,3,1800.51,9/5/2021,Istinye Park
I115898,1,300.08,18/11/2022,Emaar Square Mall
I148774,3,15.69,5/1/2023,Metrocity
I313823,1,1050,11/8/2022,Mall of Istanbul
I539430,5,1500.4,31/07/2021,Metrocity
I122750,3,900.24,17/12/2022,Metrocity
I313102,3,15.69,7/3/2021,Metropol AVM
I110152,2,600.16,14/05/2022,Forum Istanbul
I791996,2,23.46,16/02/2023,Metrocity
I405800,4,1200.32,3/4/2021,Forum Istanbul
I277025,3,107.52,7/3/2022,Kanyon
I293900,4,2400.68,7/7/2022,Metropol AVM
I136000,4,1200.32,4/1/2021,Viaport Outlet
I277428,1,300.08,24/04/2021,Mall of Istanbul
I157411,3,121.98,2/7/2022,Forum Istanbul
I222275,1,5.23,1/11/2021,Kanyon
I304349,2,600.16,3/8/2021,Metropol AVM
I778543,5,5250,3/10/2021,Viaport Outlet
I212148,3,900.24,15/01/2022,Cevahir AVM
I234752,3,1800.51,26/12/2022,Metrocity
I135729,5,1500.4,6/12/2022,Viaport Outlet
I984455,1,5.23,25/08/2021,Forum Istanbul
I242198,1,300.08,3/11/2022,Istinye Park
I312253,2,30.3,6/2/2022,Zorlu Center
I137357,5,1500.4,2/11/2021,Istinye Park
I162294,5,1500.4,23/05/2021,Kanyon
I159014,3,900.24,1/5/2021,Kanyon
I230335,3,121.98,20/04/2022,Kanyon
I238843,3,121.98,15/08/2021,Mall of Istanbul
I297054,3,900.24,12/6/2022,Kanyon
I224100,3,121.98,29/10/2022,Istinye Park
I142578,3,900.24,7/7/2022,Metrocity
I393598,1,40.66,21/11/2022,Istinye Park
I324218,4,46.92,28/05/2021,Kanyon
I289922,2,600.16,19/12/2022,Kanyon
I150651,5,26.15,30/04/2022,Kanyon
I470498,1,300.08,4/3/2021,Metrocity
I128488,5,179.2,31/08/2021,Kanyon
I254637,4,60.6,10/6/2021,Zorlu Center
I244699,5,5250,8/2/2021,Kanyon
I766929,4,20.92,14/08/2021,Mall of Istanbul
I622232,5,1500.4,11/2/2023,Kanyon
I333097,3,900.24,30/07/2022,Mall of Istanbul
I329622,2,10.46,14/09/2022,Kanyon
I143432,5,75.75,17/04/2021,Metropol AVM
I127385,1,1050,6/2/2021,Forum Istanbul
I281835,5,1500.4,16/06/2021,Metropol AVM
I234494,1,5.23,19/01/2021,Metrocity
I110436,5,1500.4,31/05/2021,Cevahir AVM
I321562,2,600.16,1/11/2022,Kanyon
I726345,4,1200.32,20/07/2021,Zorlu Center
I125641,3,107.52,22/05/2021,Kanyon
I323588,1,15.15,13/10/2021,Cevahir AVM
I287168,3,45.45,23/03/2022,Metropol AVM
I910094,2,1200.34,10/6/2021,Cevahir AVM
I210804,2,600.16,18/02/2022,Metropol AVM
I574675,2,1200.34,7/4/2022,Cevahir AVM
I194791,2,81.32,5/3/2021,Forum Istanbul
I202966,1,35.84,29/12/2021,Istinye Park
I152364,2,10.46,8/8/2022,Cevahir AVM
I302215,3,45.45,26/11/2022,Mall of Istanbul
I142489,1,300.08,3/12/2022,Kanyon
I328083,3,107.52,12/11/2021,Zorlu Center
I278938,3,900.24,21/07/2021,Mall of Istanbul
I206675,1,5.23,23/02/2021,Metropol AVM
I700837,2,10.46,15/10/2022,Mall of Istanbul
I205653,2,600.16,26/02/2022,Viaport Outlet
I136980,4,1200.32,4/7/2022,Kanyon
I320231,2,81.32,18/01/2023,Mall of Istanbul
I128856,3,900.24,15/01/2022,Metrocity
I172422,2,1200.34,14/08/2022,Metrocity
I262771,1,11.73,22/11/2022,Metrocity
I191646,4,2400.68,6/10/2021,Mall of Istanbul
I497705,2,1200.34,22/07/2022,Viaport Outlet
I128407,4,1200.32,25/10/2021,Cevahir AVM
I218157,5,203.3,15/07/2021,Metrocity
I128738,4,1200.32,11/4/2021,Kanyon
I311932,3,107.52,4/2/2022,Kanyon
I421355,1,300.08,29/12/2021,Emaar Square Mall
I220828,4,20.92,9/5/2022,Cevahir AVM
I248748,4,143.36,22/01/2021,Metrocity
I311577,2,10.46,17/12/2021,Cevahir AVM
I100454,3,107.52,24/02/2023,Istinye Park
I748218,5,3000.85,20/09/2021,Emaar Square Mall
I671993,3,900.24,22/12/2022,Kanyon
I153837,3,107.52,18/09/2022,Mall of Istanbul
I242547,5,1500.4,9/9/2022,Istinye Park
I252840,2,10.46,29/08/2021,Zorlu Center
I100315,3,121.98,4/8/2021,Emaar Square Mall
I220918,1,600.17,24/03/2021,Istinye Park
I255703,3,45.45,24/11/2022,Kanyon
I888125,5,1500.4,9/7/2022,Cevahir AVM
I591011,2,30.3,22/04/2022,Istinye Park
I330777,5,1500.4,19/08/2022,Forum Istanbul
I177558,2,30.3,28/04/2021,Istinye Park
I197188,5,179.2,25/12/2021,Kanyon
I123589,5,75.75,31/12/2022,Mall of Istanbul
I647106,4,1200.32,22/08/2021,Cevahir AVM
I118415,3,121.98,30/03/2022,Metropol AVM
I253497,5,1500.4,26/03/2022,Metropol AVM
I335168,5,179.2,20/05/2021,Metrocity
I143570,4,1200.32,9/8/2022,Kanyon
I260468,2,81.32,7/6/2021,Zorlu Center
I298272,2,81.32,4/1/2021,Zorlu Center
I566938,2,2100,8/1/2021,Metrocity
I197541,4,20.92,16/05/2022,Metrocity
I308112,4,1200.32,14/11/2021,Metrocity
I285501,4,1200.32,18/02/2022,Emaar Square Mall
I770609,4,4200,6/10/2021,Metrocity
I842867,2,10.46,9/11/2022,Kanyon
I156575,5,5250,12/12/2022,Metrocity
I145984,3,121.98,1/1/2022,Metropol AVM
I204134,4,162.64,25/05/2021,Istinye Park
I777397,2,600.16,2/1/2022,Kanyon
I698955,4,20.92,9/10/2021,Mall of Istanbul
I245114,1,300.08,13/10/2021,Metrocity
I254377,4,1200.32,7/5/2022,Istinye Park
I335617,3,15.69,6/10/2021,Mall of Istanbul
I230660,2,600.16,5/4/2022,Mall of Istanbul
I211275,5,1500.4,8/4/2021,Istinye Park
I298596,4,1200.32,25/11/2022,Mall of Istanbul
I320133,1,300.08,10/7/2021,Mall of Istanbul
I224168,4,20.92,5/1/2021,Forum Istanbul
I212620,4,20.92,17/09/2021,Cevahir AVM
I335114,3,107.52,20/10/2022,Istinye Park
I429675,2,600.16,19/04/2022,Metropol AVM
I229376,3,107.52,27/01/2021,Mall of Istanbul
I335853,4,143.36,4/1/2022,Metropol AVM
I641000,2,600.16,27/07/2021,Kanyon
I208380,3,1800.51,30/03/2022,Zorlu Center
I134085,5,26.15,19/02/2021,Metrocity
I228079,4,4200,19/12/2022,Viaport Outlet
I120921,2,600.16,30/07/2022,Mall of Istanbul
I373780,2,1200.34,25/02/2023,Kanyon
I774763,5,203.3,12/6/2021,Emaar Square Mall
I241739,1,40.66,17/01/2022,Kanyon
I302465,4,1200.32,28/02/2023,Kanyon
I459916,2,1200.34,13/06/2021,Istinye Park
I972574,4,1200.32,26/10/2021,Kanyon
I875660,5,203.3,10/3/2022,Istinye Park
I384819,3,121.98,17/08/2022,Zorlu Center
I847428,4,162.64,31/05/2021,Metropol AVM
I271446,3,1800.51,14/08/2022,Kanyon
I258625,5,203.3,8/1/2021,Istinye Park
I105751,1,300.08,28/12/2022,Viaport Outlet
I651132,2,10.46,26/05/2022,Mall of Istanbul
I225325,4,143.36,22/07/2022,Metropol AVM
I670920,5,75.75,7/12/2022,Metropol AVM
I265141,5,3000.85,12/1/2021,Kanyon
I469184,5,26.15,13/05/2021,Emaar Square Mall
I322813,2,23.46,17/01/2022,Kanyon
I181627,4,143.36,24/10/2022,Emaar Square Mall
I187165,5,26.15,7/12/2022,Kanyon
I216905,1,5.23,23/08/2021,Kanyon
I335751,3,107.52,23/02/2023,Kanyon
I123386,5,26.15,19/06/2021,Metrocity
I774255,4,1200.32,12/5/2022,Metropol AVM
I276914,1,15.15,8/3/2022,Cevahir AVM
I327830,5,1500.4,26/06/2021,Zorlu Center
I170860,4,143.36,24/02/2023,Metropol AVM
I329482,2,10.46,25/08/2021,Viaport Outlet
I310833,1,40.66,9/8/2022,Metropol AVM
I155483,3,121.98,23/01/2021,Metropol AVM
I148755,4,60.6,27/04/2022,Kanyon
I249903,1,300.08,18/07/2021,Metropol AVM
I293031,2,1200.34,23/08/2021,Metropol AVM
I334336,4,1200.32,28/02/2023,Istinye Park
I445859,5,203.3,12/2/2022,Kanyon
I221906,5,1500.4,21/03/2022,Forum Istanbul
I157678,3,35.19,26/11/2021,Metrocity
I117078,4,60.6,5/9/2021,Mall of Istanbul
I897749,3,15.69,9/9/2021,Emaar Square Mall
I174817,4,143.36,25/10/2022,Metrocity
I144617,2,23.46,23/01/2022,Metrocity
I127528,2,71.68,14/09/2022,Mall of Istanbul
I241950,1,15.15,15/12/2021,Emaar Square Mall
I119653,5,203.3,10/8/2022,Kanyon
I368525,2,10.46,1/9/2022,Metropol AVM
I168905,1,300.08,10/7/2021,Zorlu Center
I208140,2,1200.34,17/09/2022,Metropol AVM
I702720,2,71.68,9/4/2021,Emaar Square Mall
I146511,1,40.66,22/07/2022,Kanyon
I182862,5,26.15,7/7/2021,Emaar Square Mall
I282511,1,15.15,3/6/2022,Mall of Istanbul
I291993,5,3000.85,8/6/2021,Metropol AVM
I204852,2,71.68,11/5/2021,Metrocity
I301623,5,179.2,6/5/2022,Istinye Park
I342251,4,20.92,23/01/2021,Mall of Istanbul
I921404,1,40.66,21/08/2021,Metropol AVM
I925016,1,40.66,18/10/2021,Kanyon
I191012,4,1200.32,9/11/2022,Viaport Outlet
I310735,1,1050,28/04/2021,Metropol AVM
I248329,2,30.3,3/12/2022,Mall of Istanbul
I153620,2,600.16,5/11/2022,Metropol AVM
I251593,1,300.08,28/09/2021,Kanyon
I912166,2,71.68,13/06/2021,Kanyon
I981663,2,81.32,18/02/2022,Zorlu Center
I555875,5,75.75,23/02/2022,Metropol AVM
I433329,1,35.84,24/12/2022,Cevahir AVM
I239773,3,15.69,19/08/2022,Cevahir AVM
I131925,2,81.32,1/12/2021,Zorlu Center
I317383,4,143.36,26/06/2022,Kanyon
I138874,3,121.98,31/03/2022,Viaport Outlet
I378630,2,600.16,4/1/2021,Metropol AVM
I424775,2,600.16,13/06/2021,Metrocity
I196582,5,179.2,9/5/2021,Metrocity
I213689,2,600.16,23/10/2021,Zorlu Center
I786547,2,10.46,30/01/2021,Kanyon
I225593,5,75.75,5/3/2022,Mall of Istanbul
I323857,4,162.64,30/04/2022,Mall of Istanbul
I162017,2,10.46,9/5/2022,Metrocity
I856491,1,40.66,10/1/2022,Kanyon
I283570,4,2400.68,9/1/2022,Kanyon
I439371,4,4200,20/06/2022,Metrocity
I302634,5,3000.85,20/12/2022,Forum Istanbul
I427947,3,900.24,20/07/2021,Forum Istanbul
I540388,5,5250,28/07/2021,Istinye Park
I223070,2,600.16,22/11/2022,Istinye Park
I333470,2,71.68,15/12/2022,Viaport Outlet
I101621,4,46.92,19/03/2022,Kanyon
I962206,4,60.6,24/11/2021,Mall of Istanbul
I318407,4,1200.32,29/08/2022,Istinye Park
I208354,4,143.36,4/12/2021,Emaar Square Mall
I738975,1,40.66,22/04/2022,Metrocity
I213394,1,300.08,1/12/2022,Mall of Istanbul
I268138,3,121.98,8/10/2021,Zorlu Center
I148209,4,1200.32,12/8/2021,Mall of Istanbul
I285420,1,5.23,6/10/2021,Mall of Istanbul
I903347,2,600.16,15/09/2022,Kanyon
I120141,3,15.69,24/03/2022,Emaar Square Mall
I198472,3,35.19,27/09/2022,Metropol AVM
I580130,2,23.46,9/1/2022,Mall of Istanbul
I207911,2,600.16,15/07/2021,Kanyon
I310091,5,75.75,27/08/2021,Istinye Park
I711508,3,121.98,12/12/2021,Istinye Park
I221145,4,60.6,8/9/2021,Mall of Istanbul
I552980,4,2400.68,21/10/2022,Cevahir AVM
I135711,3,1800.51,14/12/2022,Cevahir AVM
I151741,4,1200.32,7/2/2021,Metropol AVM
I258932,5,26.15,6/3/2022,Istinye Park
I276319,1,300.08,13/11/2022,Mall of Istanbul
I305949,5,3000.85,3/5/2021,Mall of Istanbul
I406010,5,1500.4,24/11/2022,Forum Istanbul
I235788,2,81.32,30/10/2022,Mall of Istanbul
I239839,2,600.16,20/07/2021,Istinye Park
I113943,3,107.52,3/11/2022,Metropol AVM
I162336,1,11.73,26/02/2023,Zorlu Center
I150096,1,300.08,20/01/2023,Metrocity
I797680,4,1200.32,28/07/2021,Metrocity
I857101,5,203.3,9/2/2022,Mall of Istanbul
I235581,3,121.98,24/08/2021,Mall of Istanbul
I137166,3,900.24,14/01/2022,Metropol AVM
I623561,3,15.69,24/07/2022,Cevahir AVM
I276265,3,45.45,14/11/2022,Mall of Istanbul
I259870,3,15.69,17/10/2022,Kanyon
I219751,4,1200.32,2/10/2022,Metrocity
I888521,1,300.08,20/02/2021,Istinye Park
I290504,1,35.84,19/08/2021,Istinye Park
I524220,4,20.92,27/04/2022,Kanyon
I252970,5,3000.85,3/2/2022,Kanyon
I280346,3,121.98,25/01/2021,Viaport Outlet
I194447,4,1200.32,7/10/2022,Cevahir AVM
I244153,3,900.24,7/3/2022,Kanyon
I868111,5,26.15,13/01/2023,Forum Istanbul
I133058,4,20.92,2/5/2021,Kanyon
I194144,2,71.68,3/8/2022,Kanyon
I656783,3,900.24,30/01/2023,Mall of Istanbul
I220413,1,35.84,13/11/2022,Viaport Outlet
I275552,3,15.69,8/7/2022,Zorlu Center
I321585,2,1200.34,10/9/2021,Zorlu Center
I481751,1,300.08,14/09/2021,Kanyon
I266270,1,1050,11/4/2022,Viaport Outlet
I331432,2,10.46,29/10/2021,Kanyon
I529119,3,900.24,6/3/2022,Metrocity
I300382,1,40.66,17/01/2021,Mall of Istanbul
I237353,1,11.73,13/01/2023,Metropol AVM
I589342,3,900.24,5/4/2022,Metropol AVM
I749172,5,1500.4,23/08/2021,Mall of Istanbul
I549562,2,600.16,28/10/2021,Mall of Istanbul
I206667,3,15.69,25/07/2021,Metrocity
I255971,3,35.19,11/9/2021,Mall of Istanbul
I754618,2,1200.34,28/11/2022,Metropol AVM
I148109,5,75.75,6/12/2022,Metropol AVM
